Gene ID	source_id	Previous ID(s)	
PF3D7_0614000	PF3D7_0614000.1	Previous IDs: 2270.t00031;MAL6P1.285;PFF0680c	
PF3D7_0614100	PF3D7_0614100.1	Previous IDs: 2270.t00032;MAL6P1.284;PFF0683c;PFF0685c	
PF3D7_0614200	PF3D7_0614200.1	Previous IDs: 2270.t00032;MAL6P1.284;PFF0685c	
PF3D7_0614300	PF3D7_0614300.1	Previous IDs: 2270.t00033;MAL6P1.283;PFF0690c	
PF3D7_0614400	PF3D7_0614400.1	Previous IDs: 2270.t00034;MAL6P1.282;PFF0695w	
PF3D7_0614500	PF3D7_0614500.1	Previous IDs: 2270.t00035;MAL6P1.281;PFF0700c	
PF3D7_0614600	PF3D7_0614600.1	Previous IDs: 2270.t00036;MAL6P1.280;PFF0705c	
PF3D7_0614700	PF3D7_0614700.1	Previous IDs: 2270.t00037;MAL6P1.279;PFF0710w	
PF3D7_0614800	PF3D7_0614800.1	Previous IDs: 2270.t00038;MAL6P1.278;PFF0715c	
PF3D7_0614900	PF3D7_0614900.1	Previous IDs: 2270.t00039;MAL6P1.277;PFF0720w	
PF3D7_0615000	PF3D7_0615000.1	Previous IDs: 2270.t00040;MAL6P1.276;PFF0725w	
PF3D7_0615100	PF3D7_0615100.1	Previous IDs: 2270.t00041;MAL6P1.275;PFF0730c	
PF3D7_0615200	PF3D7_0615200.1	Previous IDs: 2270.t00042;MAL6P1.274;PFF0735w	
PF3D7_0615300	PF3D7_0615300.1	Previous IDs: 2270.t00043;MAL6P1.273;PFF0740c	
PF3D7_0615400	PF3D7_0615400.1	Previous IDs: 2270.t00044;MAL6P1.272;PFF0745c	
PF3D7_0615500	PF3D7_0615500.1	Previous IDs: 2270.t00045;MAL6P1.271;PFF0750w	
PF3D7_0615600	PF3D7_0615600.1	Previous IDs: 2270.t00046;MAL6P1.270;PFF0755c	
PF3D7_0615700	PF3D7_0615700.1	Previous IDs: 2270.t00472;MAL6P1.269;PFF0760w	
PF3D7_0615800	PF3D7_0615800.1	Previous IDs: 2270.t00471;MAL6P1.268;PFF0765c	
PF3D7_0615900	PF3D7_0615900.1	Previous IDs: 2270.t00047;MAL6P1.267;PFF0770c	
PF3D7_0616000	PF3D7_0616000.1	Previous IDs: 2270.t00048;MAL6P1.266;PFF0775w	
PF3D7_0616100	PF3D7_0616100.1	Previous IDs: 2270.t00049;MAL6P1.265;PFF0780w	
PF3D7_0616200	PF3D7_0616200.1	Previous IDs: 2270.t00050;MAL6P1.264;PFF0785w	
PF3D7_0616300	PF3D7_0616300.1	Previous IDs: 2270.t00051;MAL6P1.263;PFF0790c	
PF3D7_0616400	PF3D7_0616400.1	Previous IDs: 2270.t00052;MAL6P1.262;PFF0795w	
PF3D7_0616500	PF3D7_0616500.1	Previous IDs: 2270.t00053;MAL6P1.261;PFF0800w	
PF3D7_0616600	PF3D7_0616600.1	Previous IDs: 2270.t00054;MAL6P1.260;PFF0805c	
PF3D7_0616700	PF3D7_0616700.1	Previous IDs: 2270.t00055;MAL6P1.259;PFF0810c	
PF3D7_0616800	PF3D7_0616800.1	Previous IDs: 2270.t00056;MAL6P1.258;PFF0815w	
PF3D7_0616900	PF3D7_0616900.1	Previous IDs: 2270.t00057;MAL6P1.257;PFF0820w	
PF3D7_0617000	PF3D7_0617000.1	Previous IDs: 2270.t00058;MAL6P1.256;PFF0825c	
PF3D7_0617100	PF3D7_0617100.1	Previous IDs: 2270.t00059;MAL6P1.255;PFF0830w	
PF3D7_0617200	PF3D7_0617200.1	Previous IDs: 2270.t00061;MAL6P1.254;PFF0835w	
PF3D7_0617300	PF3D7_0617300.1	Previous IDs: 2270.t00062;MAL6P1.253;PFF0840w	
PF3D7_0617400	PF3D7_0617400.1	Previous IDs: 2270.t00065;MAL6P1.252;PFF0845c	
PF3D7_0617500	PF3D7_0617500.1	Previous IDs: PFF0847w	
PF3D7_0617600	PF3D7_0617600.1	Previous IDs: 2270.t00066;MAL6P1.251;PFF0850c	
PF3D7_0617700	PF3D7_0617700.1	Previous IDs: 2270.t00067;MAL6P1.250;PFF0855c	
PF3D7_0617800	PF3D7_0617800.1	Previous IDs: 2270.t00068;MAL6P1.249;PFF0860c	
PF3D7_0617900	PF3D7_0617900.1	Previous IDs: 2270.t00069;MAL6P1.248;PFF0865w	
PF3D7_0618000	PF3D7_0618000.1	Previous IDs: 2270.t00470;MAL6P1.247;PFF0870w	
PF3D7_0618100	PF3D7_0618100.1	Previous IDs: 2270.t00070;MAL6P1.246;PFF0875w	
PF3D7_0618200	PF3D7_0618200.1	Previous IDs: 2270.t00463;MAL6P1.245;PFF0880c	
PF3D7_0618300	PF3D7_0618300.1	Previous IDs: 2270.t00071;MAL6P1.244;PFF0885w	
PF3D7_0618400	PF3D7_0618400.1	Previous IDs: 2270.t00072;MAL6P1.243;PFF0890c	
PF3D7_0618500	PF3D7_0618500.1	Previous IDs: 2270.t00073;MAL6P1.242;PFF0895w	
PF3D7_0618600	PF3D7_0618600.1	Previous IDs: 2270.t00461;MAL6P1.241;PFF0900c	
PF3D7_0618700	PF3D7_0618700.1	Previous IDs: 2270.t00074;MAL6P1.240;PFF0905w	
PF3D7_0618800	PF3D7_0618800.1	Previous IDs: 2270.t00075;MAL6P1.239;PFF0910c	
PF3D7_0618900	PF3D7_0618900.1	Previous IDs: 2270.t00076;MAL6P1.238;PF3D7_0618900.1;PF3D7_0618900.2;PFF0915w	
PF3D7_0618900	PF3D7_0618900.2	Previous IDs: 2270.t00076;MAL6P1.238;PF3D7_0618900.1;PF3D7_0618900.2;PFF0915w	
PF3D7_0619000	PF3D7_0619000.1	Previous IDs: 2270.t00077;MAL6P1.237;PF3D7_0619000.1;PF3D7_0619000.2;PFF0920c	
PF3D7_0619000	PF3D7_0619000.2	Previous IDs: 2270.t00077;MAL6P1.237;PF3D7_0619000.1;PF3D7_0619000.2;PFF0920c	
PF3D7_0619100	PF3D7_0619100.1	Previous IDs: 2270.t00078;MAL6P1.236;PFF0925w	
PF3D7_0619200	PF3D7_0619200.1	Previous IDs: 2270.t00079;MAL6P1.235;PFF0930w	
PF3D7_0619300	PF3D7_0619300.1	Previous IDs: 2270.t00080;2270.t00081;MAL6P1.233;MAL6P1.234;PFF0935c	
PF3D7_0619400	PF3D7_0619400.1	Previous IDs: 2270.t00082;MAL6P1.232;PFF0940c	
PF3D7_0619500	PF3D7_0619500.1	Previous IDs: 2270.t00084;MAL6P1.231;PFF0945c	
PF3D7_0619600	PF3D7_0619600.1	Previous IDs: 2270.t00085;MAL6P1.230;PFF0950w	
PF3D7_0619700	PF3D7_0619700.1	Previous IDs: 2270.t00087;MAL6P1.228;MAL6P1.229;PFF0955c;PFF0960c	
PF3D7_0619800	PF3D7_0619800.1	Previous IDs: 2270.t00088;MAL6P1.227;PFF0965c	
PF3D7_0619900	PF3D7_0619900.1	Previous IDs: 2270.t00090;MAL6P1.226;PFF0970w	
PF3D7_0620000	PF3D7_0620000.1	Previous IDs: 2270.t00091;MAL6P1.225;PFF0975c	
PF3D7_0620100	PF3D7_0620100.1	Previous IDs: 2270.t00092;MAL6P1.224;PFF0980w	
PF3D7_0620200	PF3D7_0620200.1	Previous IDs: 2270.t00093;MAL6P1.223;PFF0985c	
PF3D7_0620300	PF3D7_0620300.1	Previous IDs: 2270.t00094;MAL6P1.222;PFF0990c	
PF3D7_0620400	PF3D7_0620400.1	Previous IDs: 2270.t00095;MAL6P1.221;PFF0995c	
PF3D7_0620500	PF3D7_0620500.1	Previous IDs: 2270.t00096;MAL6P1.220;PFF1000w	
PF3D7_0620600	PF3D7_0620600.1	Previous IDs: 2270.t00097;MAL6P1.219;PFF1005w	
PF3D7_0620700	PF3D7_0620700.1	Previous IDs: 2270.t00098;MAL6P1.218;PFF1010c	
PF3D7_0620800	PF3D7_0620800.1	Previous IDs: MAL6_tRNA_Ala1;MAL6_tRNA_Ala1:tRNA	
PF3D7_0620900	PF3D7_0620900.1	Previous IDs: MAL6_tRNA_Leu1;MAL6_tRNA_Leu1:tRNA	
PF3D7_0621000	PF3D7_0621000.1	Previous IDs: 2270.t00100;MAL6P1.217;PFF1015w	
PF3D7_0621100	PF3D7_0621100.1	Previous IDs: 2270.t00101;MAL6P1.216;PFF1020c	
PF3D7_0621200	PF3D7_0621200.1	Previous IDs: 2270.t00102;MAL6P1.215;PFF1025c	
PF3D7_0621300	PF3D7_0621300.1	Previous IDs: 2270.t00103;MAL6P1.214;PFF1030w	
PF3D7_0621350	PF3D7_0621350.1	N/A	
PF3D7_0621400	PF3D7_0621400.1	Previous IDs: 2270.t00104;MAL6P1.213;PFF1035w	
PF3D7_0621500	PF3D7_0621500.1	Previous IDs: 2270.t00105;MAL6P1.212;PFF1040w	
PF3D7_0621600	PF3D7_0621600.1	Previous IDs: MAL6_tRNA_Ser1;MAL6_tRNA_Ser1:tRNA	
PF3D7_0621700	PF3D7_0621700.1	Previous IDs: 2270.t00106;MAL6P1.211;PFF1045w	
PF3D7_0621800	PF3D7_0621800.1	Previous IDs: 2270.t00108;MAL6P1.210;PFF1050w	
PF3D7_0621900	PF3D7_0621900.1	Previous IDs: 2270.t00109;MAL6P1.209;PFF1055c	
PF3D7_0622000	PF3D7_0622000.1	Previous IDs: 2270.t00456;MAL6P1.208;PFF1060w	
PF3D7_0622100	PF3D7_0622100.1	Previous IDs: 2270.t00110;MAL6P1.207;PFF1065c	
PF3D7_0622200	PF3D7_0622200.1	Previous IDs: 2270.t00111;MAL6P1.206;PFF1070c	
PF3D7_0622300	PF3D7_0622300.1	Previous IDs: 2270.t00112;MAL6P1.205;PFF1075w	
PF3D7_0622400	PF3D7_0622400.1	Previous IDs: 2270.t00113;MAL6P1.204;PFF1080w	
PF3D7_0622500	PF3D7_0622500.1	Previous IDs: 2270.t00114;MAL6P1.203;PFF1085c	
PF3D7_0622600	PF3D7_0622600.1	Previous IDs: PFF1085a	
PF3D7_0622700	PF3D7_0622700.1	Previous IDs: 2270.t00115;MAL6P1.202;PFF1090c	
PF3D7_0622800	PF3D7_0622800.1	Previous IDs: 2270.t00116;MAL6P1.201;PFF1095w	
PF3D7_0622900	PF3D7_0622900.1	Previous IDs: 2270.t00117;MAL6P1.200;PFF1100c	
PF3D7_0623000	PF3D7_0623000.1	Previous IDs: 2270.t00118;MAL6P1.199;PFF1105c	
PF3D7_0623100	PF3D7_0623100.1	Previous IDs: 2270.t00119;MAL6P1.198;PFF1110c	
PF3D7_0623200	PF3D7_0623200.1	Previous IDs: 2270.t00455;MAL6P1.197;PFF1115w	
PF3D7_0623300	PF3D7_0623300.1	Previous IDs: 2270.t00454;MAL6P1.196;PFF1120c	
PF3D7_0623400	PF3D7_0623400.1	Previous IDs: 2270.t00121;MAL6P1.195;PFF1125c	
PF3D7_0623500	PF3D7_0623500.1	Previous IDs: 2270.t00122;MAL6P1.194;PFF1130c	
PF3D7_0623600	PF3D7_0623600.1	Previous IDs: 2270.t00123;MAL6P1.193;PFF1135w	
PF3D7_0623700	PF3D7_0623700.1	Previous IDs: 2270.t00453;MAL6P1.192;PFF1140c	
PF3D7_0623800	PF3D7_0623800.1	Previous IDs: 2270.t00551;MAL6P1.191;PFF1145c	
PF3D7_0623900	PF3D7_0623900.1	Previous IDs: 2270.t00125;MAL6P1.190;PFF1150w	
PF3D7_0624000	PF3D7_0624000.1	Previous IDs: 2270.t00126;MAL6P1.189;PFF1155w	
PF3D7_0624100	PF3D7_0624100.1	Previous IDs: 2270.t00127;MAL6P1.188;PFF1160w	
PF3D7_0624200	PF3D7_0624200.1	Previous IDs: 2270.t00128;MAL6P1.187;PFF1165c	
PF3D7_0624300	PF3D7_0624300.1	Previous IDs: 2270.t00129;MAL6P1.186;PFF1170w	
PF3D7_0624400	PF3D7_0624400.1	Previous IDs: 2270.t00130;MAL6P1.185;PFF1175c	
PF3D7_0624500	PF3D7_0624500.1	Previous IDs: 2270.t00131;MAL6P1.184;PFF1180w	
PF3D7_0624600	PF3D7_0624600.1	Previous IDs: 2270.t00132;MAL6P1.183;PFF1185w	
PF3D7_0624700	PF3D7_0624700.1	Previous IDs: 2270.t00133;MAL6P1.182;PFF1190c	
PF3D7_0624800	PF3D7_0624800.1	Previous IDs: 2270.t00134;MAL6P1.181;PFF1195c	
PF3D7_0624900	PF3D7_0624900.1	Previous IDs: 2270.t00135;MAL6P1.179;MAL6P1.180;PFF1200w;PFF1205w	
PF3D7_0625000	PF3D7_0625000.1	Previous IDs: 2270.t00137;MAL6P1.178;PF3D7_0625000.1;PF3D7_0625000.2;PFF1210w	
PF3D7_0625000	PF3D7_0625000.2	Previous IDs: 2270.t00137;MAL6P1.178;PF3D7_0625000.1;PF3D7_0625000.2;PFF1210w	
PF3D7_0625100	PF3D7_0625100.1	Previous IDs: 2270.t00138;MAL6P1.177;PFF1215w	
PF3D7_0625200	PF3D7_0625200.1	Previous IDs: 2270.t00139;MAL6P1.176;PFF1220w	
PF3D7_0625300	PF3D7_0625300.1	Previous IDs: 2270.t00140;MAL6P1.175;PFF1225c	
PF3D7_0625400	PF3D7_0625400.1	Previous IDs: 2270.t00141;MAL6P1.174;PFF1230c	
PF3D7_0625500	PF3D7_0625500.1	Previous IDs: 2270.t00142;MAL6P1.173;PFF1235w	
PF3D7_0625600	PF3D7_0625600.1	Previous IDs: 2270.t00143;MAL6P1.172;PFF1240w	
PF3D7_0625700	PF3D7_0625700.1	Previous IDs: 2270.t00144;MAL6P1.171;PFF1245c	
PF3D7_0625800	PF3D7_0625800.1	Previous IDs: 2270.t00145;MAL6P1.170;PFF1250w	
PF3D7_0625900	PF3D7_0625900.1	Previous IDs: 2270.t00146;MAL6P1.169;PFF1255w	
PF3D7_0626000	PF3D7_0626000.1	Previous IDs: 2270.t00147;MAL6P1.168;PFF1260c	
PF3D7_0626100	PF3D7_0626100.1	Previous IDs: 2270.t00148;MAL6P1.167;PFF1265w	
PF3D7_0626200	PF3D7_0626200.1	Previous IDs: 2270.t00149;MAL6P1.166;PFF1270c	
PF3D7_0626300	PF3D7_0626300.1	Previous IDs: 2270.t00150;MAL6P1.165;PFF1275c	
PF3D7_0626400	PF3D7_0626400.1	Previous IDs: 2270.t00151;MAL6P1.164;PFF1280w	
PF3D7_0626500	PF3D7_0626500.1	Previous IDs: 2270.t00152;MAL6P1.163;PFF1285w	
PF3D7_0626600	PF3D7_0626600.1	Previous IDs: 2270.t00153;MAL6P1.162;PFF1290c	
PF3D7_0626700	PF3D7_0626700.1	Previous IDs: 2270.t00154;MAL6P1.161;PFF1295w	
PF3D7_0626800	PF3D7_0626800.1	Previous IDs: 2270.t00155;MAL6P1.160;PFF1300w	
PF3D7_0626840	PF3D7_0626840.1	N/A	
PF3D7_0626900	PF3D7_0626900.1	Previous IDs: 2270.t00156;MAL6P1.159;PFF1305w	
PF3D7_0627000	PF3D7_0627000.1	Previous IDs: 2270.t00157;MAL6P1.158;PFF1310c	
PF3D7_0627100	PF3D7_0627100.1	Previous IDs: 2270.t00158;MAL6P1.157;PFF1315w	
PF3D7_0627200	PF3D7_0627200.1	Previous IDs: 2270.t00159;MAL6P1.156;PFF1320c	
PF3D7_0627300	PF3D7_0627300.1	Previous IDs: 2270.t00160;MAL6P1.155;PFF1325c	
PF3D7_0627400	PF3D7_0627400.1	Previous IDs: 2270.t00161;MAL6P1.154;PFF1330c	
PF3D7_0627500	PF3D7_0627500.1	Previous IDs: 2270.t00162;MAL6P1.153;PFF1335c	
PF3D7_0627600	PF3D7_0627600.1	Previous IDs: 2270.t00163;MAL6P1.152;PFF1340w	
PF3D7_0627700	PF3D7_0627700.1	Previous IDs: 2270.t00164;MAL6P1.151;PFF1345w	
PF3D7_0627800	PF3D7_0627800.1	Previous IDs: 2270.t00165;MAL6P1.150;PFF1350c	
PF3D7_0627900	PF3D7_0627900.1	Previous IDs: 2270.t00166;MAL6P1.149;PFF1355w	
PF3D7_0628000	PF3D7_0628000.1	Previous IDs: 2270.t00167;MAL6P1.148;PFF1360w	
PF3D7_0628100	PF3D7_0628100.1	Previous IDs: 2270.t00168;MAL6P1.147;PFF1365c	
PF3D7_0628200	PF3D7_0628200.1	Previous IDs: 2270.t00170;MAL6P1.146;PFF1370w	
PF3D7_0628300	PF3D7_0628300.1	Previous IDs: 2270.t00171;MAL6P1.145;PFF1375c	
PF3D7_0628400	PF3D7_0628400.1	Previous IDs: MAL6P1.144;PFF1377w	
PF3D7_0628500	PF3D7_0628500.1	Previous IDs: 2270.t00173;MAL6P1.143;PFF1380c	
PF3D7_0628600	PF3D7_0628600.1	Previous IDs: 2270.t00174;MAL6P1.142;PFF1385c	
PF3D7_0628700	PF3D7_0628700.1	Previous IDs: 2270.t00175;MAL6P1.141;PFF1390w	
PF3D7_0628800	PF3D7_0628800.1	Previous IDs: 2270.t00176;MAL6P1.140;PFF1395c	
PF3D7_0628900	PF3D7_0628900.1	Previous IDs: 2270.t00177;MAL6P1.139;PFF1400w	
PF3D7_0629000	PF3D7_0629000.1	Previous IDs: 2270.t00178;MAL6P1.138;PFF1405c	
PF3D7_0629100	PF3D7_0629100.1	Previous IDs: 2270.t00179;MAL6P1.137;PFF1410c	
PF3D7_0629200	PF3D7_0629200.1	Previous IDs: 2270.t00180;MAL6P1.136;PFF1415c	
PF3D7_0629300	PF3D7_0629300.1	Previous IDs: 2270.t00181;MAL6P1.135;PFF1420w	
PF3D7_0629400	PF3D7_0629400.1	Previous IDs: 2270.t00182;MAL6P1.134;PFF1425w	
PF3D7_0629500	PF3D7_0629500.1	Previous IDs: 2270.t00183;MAL6P1.133;PFF1430c	
PF3D7_0629600	PF3D7_0629600.1	Previous IDs: 2270.t00449;MAL6P1.132;PFF1435w	
PF3D7_0629700	PF3D7_0629700.1	Previous IDs: 2270.t00184;MAL6P1.131;PFF1440w	
PF3D7_0629800	PF3D7_0629800.1	Previous IDs: 2270.t00185;MAL6P1.130;PFF1445c	
PF3D7_0629900	PF3D7_0629900.1	Previous IDs: 2270.t00186;MAL6P1.129;PFF1450w	
PF3D7_0630000	PF3D7_0630000.1	Previous IDs: 2270.t00188;MAL6P1.128;PFF1455c	
PF3D7_0630100	PF3D7_0630100.1	Previous IDs: 2270.t00189;MAL6P1.127;PFF1460c	
PF3D7_0630200	PF3D7_0630200.1	Previous IDs: 2270.t00190;MAL6P1.126;PFF1465w	
PF3D7_0630300	PF3D7_0630300.1	Previous IDs: 2270.t00191;MAL6P1.125;PFF1470c	
PF3D7_0630400	PF3D7_0630400.1	Previous IDs: 2270.t00193;MAL6P1.124;PFF1475c	
PF3D7_0630500	PF3D7_0630500.1	Previous IDs: 2270.t00194;MAL6P1.123;PFF1480w	
PF3D7_0630600	PF3D7_0630600.1	Previous IDs: 2270.t00195;MAL6P1.122;PFF1485w	
PF3D7_0630700	PF3D7_0630700.1	Previous IDs: 2270.t00196;MAL6P1.121;PFF1490w	
PF3D7_0630800	PF3D7_0630800.1	Previous IDs: 2270.t00197;MAL6P1.120;PFF1495w	
PF3D7_0630900	PF3D7_0630900.1	Previous IDs: 2270.t00198;MAL6P1.119;PFF1500c	
PF3D7_0631000	PF3D7_0631000.1	Previous IDs: 2270.t00199;MAL6P1.117;PFF1505w	
PF3D7_0631100	PF3D7_0631100.1	Previous IDs: PFF1510w	
PF3D7_0631200	PF3D7_0631200.1	Previous IDs: 2270.t00305;2270.t00307;MAL6P1.17;MAL6P1.18;PFF1515c	
PF3D7_0631300	PF3D7_0631300.1	Previous IDs: 2270.t00308;MAL6P1.16;PFF1520w	
PF3D7_0631400	PF3D7_0631400.1	Previous IDs: 2270.t00309;MAL6P1.15;PFF1525c	
PF3D7_0631500	PF3D7_0631500.1	Previous IDs: 2270.t00310;MAL6P1.14;PFF1530c	
PF3D7_0631600	PF3D7_0631600.1	Previous IDs: 2270.t00311;MAL6P1.13;PFF1535w	
PF3D7_0631700	PF3D7_0631700.1	Previous IDs: 2270.t00312;MAL6P1.12;PFF1540w	
PF3D7_0631800	PF3D7_0631800.1	Previous IDs: 2270.t00313;MAL6P1.11;PFF1545w	
PF3D7_0631900	PF3D7_0631900.1	Previous IDs: 2270.t00314;MAL6P1.10;PFF1550w	
PF3D7_0632000	PF3D7_0632000.1	Previous IDs: 2270.t00315;MAL6P1.9;PFF1555w	
PF3D7_0632100	PF3D7_0632100.1	Previous IDs: 2270.t00316;MAL6P1.8;PFF1560c	
PF3D7_0632200	PF3D7_0632200.1	Previous IDs: 2270.t00317;MAL6P1.7;PFF1565c	
PF3D7_0632300	PF3D7_0632300.1	Previous IDs: 2270.t00318;MAL6P1.6;PFF1570w	
PF3D7_0632400	PF3D7_0632400.1	Previous IDs: 2270.t00319;MAL6P1.5;PFF1575w	
PF3D7_0632500	PF3D7_0632500.1	Previous IDs: 2270.t00320;MAL6P1.4;PFF1580c	
PF3D7_0632600	PF3D7_0632600.1	Previous IDs: 2270.t00321;MAL6P1.3;PFF1585w	
PF3D7_0632700	PF3D7_0632700.1	Previous IDs: 2270.t00322;MAL6P1.2;PFF1590w	
PF3D7_0632800	PF3D7_0632800.1	Previous IDs: 2270.t00323;MAL6P1.1;PFF1595c	
PF3D7_0700100	PF3D7_0700100.1	Previous IDs: MAL8P1.220	
PF3D7_0700200	PF3D7_0700200.1	Previous IDs: MAL8P1.219	
PF3D7_0700300	PF3D7_0700300.1	Previous IDs: MAL8P1.218	
PF3D7_0700400	PF3D7_0700400.1	Previous IDs: MAL8P1.217	
PF3D7_0700500	PF3D7_0700500.1	Previous IDs: MAL8P1.216	
PF3D7_0700600	PF3D7_0700600.1	Previous IDs: MAL8P1.215	
PF3D7_0700700	PF3D7_0700700.1	Previous IDs: MAL8P1.214	
PF3D7_0700800	PF3D7_0700800.1	Previous IDs: MAL8P1.213	
PF3D7_0700900	PF3D7_0700900.1	Previous IDs: MAL8P1.212	
PF3D7_0701000	PF3D7_0701000.1	Previous IDs: MAL8P1.209;MAL8P1.211	
PF3D7_0701100	PF3D7_0701100.1	N/A	
PF3D7_0701200	PF3D7_0701200.1	N/A	
PF3D7_0701300	PF3D7_0701300.1	Previous IDs: MAL7P1.200	
PF3D7_0701400	PF3D7_0701400.1	Previous IDs: MAL7P1.3	
PF3D7_0701500	PF3D7_0701500.1	Previous IDs: MAL7P1.4	
PF3D7_0701600	PF3D7_0701600.1	Previous IDs: MAL7P1.5	
PF3D7_0701700	PF3D7_0701700.1	Previous IDs: 1868.m00022;PF07_0002	
PF3D7_0701800	PF3D7_0701800.1	Previous IDs: PF07_0003	
PF3D7_0701900	PF3D7_0701900.1	Previous IDs: PF07_0004	
PF3D7_0702000	PF3D7_0702000.1	Previous IDs: MAL7P1.6	
PF3D7_0702100	PF3D7_0702100.1	Previous IDs: MAL7P1.7	
PF3D7_0702200	PF3D7_0702200.1	Previous IDs: PF07_0005	
PF3D7_0702300	PF3D7_0702300.1	Previous IDs: PF07_0006	
PF3D7_0702400	PF3D7_0702400.1	Previous IDs: PF07_0007	
PF3D7_0702500	PF3D7_0702500.1	Previous IDs: PF07_0008	
PF3D7_0702600	PF3D7_0702600.1	Previous IDs: PF07_0009	
PF3D7_0702700	PF3D7_0702700.1	Previous IDs: MAL7_tRNA_Ala1;MAL7_tRNA_Ala1:tRNA	
PF3D7_0702800	PF3D7_0702800.1	Previous IDs: MAL7_tRNA_Tyr1;MAL7_tRNA_Tyr1:tRNA	
PF3D7_0702900	PF3D7_0702900.1	Previous IDs: MAL7P1.10	
PF3D7_0703000	PF3D7_0703000.1	Previous IDs: PF07_0010	
PF3D7_0703100	PF3D7_0703100.1	Previous IDs: PF07_0011	
PF3D7_0703200	PF3D7_0703200.1	Previous IDs: PF07_0012	
PF3D7_0703300	PF3D7_0703300.1	Previous IDs: MAL7P1.11	
PF3D7_0703400	PF3D7_0703400.1	Previous IDs: 1837.m00005;PF07_0013	
PF3D7_0703500	PF3D7_0703500.1	Previous IDs: MAL7P1.12;MAL7P1.166	
PF3D7_0703600	PF3D7_0703600.1	Previous IDs: MAL7P1.13;MAL7P1.165	
PF3D7_0703700	PF3D7_0703700.1	Previous IDs: MAL7P1.14	
PF3D7_0703800	PF3D7_0703800.1	Previous IDs: PF07_0014	
PF3D7_0703900	PF3D7_0703900.1	Previous IDs: MAL7P1.15	
PF3D7_0704000	PF3D7_0704000.1	Previous IDs: MAL7P1.16	
PF3D7_0704100	PF3D7_0704100.1	Previous IDs: MAL7P1.17	
PF3D7_0704200	PF3D7_0704200.1	Previous IDs: PF07_0015	
PF3D7_0704300	PF3D7_0704300.1	Previous IDs: PF07_0016	
PF3D7_0704400	PF3D7_0704400.1	Previous IDs: PF07_0017	
PF3D7_0704500	PF3D7_0704500.1	Previous IDs: MAL7P1.18	
PF3D7_0704600	PF3D7_0704600.1	Previous IDs: MAL7P1.19	
PF3D7_0704700	PF3D7_0704700.1	Previous IDs: PF07_0018	
PF3D7_0704800	PF3D7_0704800.1	Previous IDs: PF07_0019	
PF3D7_0704900	PF3D7_0704900.1	Previous IDs: MAL7P1.20	
PF3D7_0705000	PF3D7_0705000.1	Previous IDs: PF07_0020	
PF3D7_0705100	PF3D7_0705100.1	Previous IDs: PF07_0021	
PF3D7_0705200	PF3D7_0705200.1	Previous IDs: PF07_0022	
PF3D7_0705300	PF3D7_0705300.1	Previous IDs: MAL7P1.21	
PF3D7_0705400	PF3D7_0705400.1	Previous IDs: PF07_0023	
PF3D7_0705500	PF3D7_0705500.1	Previous IDs: PF07_0024	
PF3D7_0705600	PF3D7_0705600.1	Previous IDs: MAL7P1.201	
PF3D7_0705700	PF3D7_0705700.1	Previous IDs: MAL7P1.300	
PF3D7_0705800	PF3D7_0705800.1	Previous IDs: MAL7P1.339	
PF3D7_0705900	PF3D7_0705900.1	Previous IDs: MAL7P1.340	
PF3D7_0706000	PF3D7_0706000.1	Previous IDs: MAL7P1.202	
PF3D7_0706100	PF3D7_0706100.1	Previous IDs: MAL7P1.203	
PF3D7_0706200	PF3D7_0706200.1	Previous IDs: MAL7P1.203b	
PF3D7_0706300	PF3D7_0706300.1	Previous IDs: MAL7P1.203a	
PF3D7_0706400	PF3D7_0706400.1	Previous IDs: MAL7P1.320	
PF3D7_0706500	PF3D7_0706500.1	Previous IDs: MAL7P1.204	
PF3D7_0706600	PF3D7_0706600.1	Previous IDs: MAL7P1.205	
PF3D7_0706700	PF3D7_0706700.1	Previous IDs: MAL7P1.206;PF00_0002	
PF3D7_0706800	PF3D7_0706800.1	Previous IDs: MAL7_tRNA_Thr1;MAL7_tRNA_Thr1:tRNA	
PF3D7_0706900	PF3D7_0706900.1	Previous IDs: MAL7_tRNA_His1;MAL7_tRNA_His1:tRNA	
PF3D7_0707000	PF3D7_0707000.1	Previous IDs: MAL7_tRNA_Lys1;MAL7_tRNA_Lys1:tRNA	
PF3D7_0707100	PF3D7_0707100.1	Previous IDs: MAL7_tRNA_Lys2;MAL7_tRNA_Lys2:tRNA	
PF3D7_0707200	PF3D7_0707200.1	Previous IDs: MAL7P1.207	
PF3D7_0707300	PF3D7_0707300.1	Previous IDs: MAL7P1.208	
PF3D7_0707400	PF3D7_0707400.1	Previous IDs: MAL7P1.209	
PF3D7_0707420	PF3D7_0707420.1	N/A	
PF3D7_0707500	PF3D7_0707500.1	Previous IDs: MAL7P1.22	
PF3D7_0707600	PF3D7_0707600.1	Previous IDs: PF07_0025	
PF3D7_0707700	PF3D7_0707700.1	Previous IDs: PF07_0026	
PF3D7_0707800	PF3D7_0707800.1	Previous IDs: MAL7P1.23	
PF3D7_0707900	PF3D7_0707900.1	Previous IDs: MAL7P1.24	
PF3D7_0708000	PF3D7_0708000.1	Previous IDs: MAL7P1.25	
PF3D7_0708100	PF3D7_0708100.1	Previous IDs: PF07_0027	
PF3D7_0708200	PF3D7_0708200.1	Previous IDs: PF07_0028	
