Gene ID	source_id	Previous ID(s)	
PF3D7_1311000	PF3D7_1311000.1	Previous IDs: MAL13P1.53	
PF3D7_1311100	PF3D7_1311100.1	Previous IDs: PF13_0060	
PF3D7_1311200	PF3D7_1311200.1	Previous IDs: MAL13P1.54	
PF3D7_1311300	PF3D7_1311300.1	Previous IDs: PF13_0061	
PF3D7_1311400	PF3D7_1311400.1	Previous IDs: PF13_0062	
PF3D7_1311500	PF3D7_1311500.1	Previous IDs: PF13_0063	
PF3D7_1311600	PF3D7_1311600.1	Previous IDs: PF13_0064	
PF3D7_1311700	PF3D7_1311700.1	Previous IDs: MAL13P1.55	
PF3D7_1311800	PF3D7_1311800.1	Previous IDs: MAL13P1.56	
PF3D7_1311900	PF3D7_1311900.1	Previous IDs: PF13_0065	
PF3D7_1312000	PF3D7_1312000.1	Previous IDs: PF13_0066	
PF3D7_1312100	PF3D7_1312100.1	Previous IDs: PF13_0067	
PF3D7_1312200	PF3D7_1312200.1	Previous IDs: MAL13P1.57	
PF3D7_1312300	PF3D7_1312300.1	Previous IDs: PF13_0068	
PF3D7_1312400	PF3D7_1312400.1	Previous IDs: PF13_0069	
PF3D7_1312450	PF3D7_1312450.1	N/A	
PF3D7_1312500	PF3D7_1312500.1	Previous IDs: PF13_0069a	
PF3D7_1312600	PF3D7_1312600.1	Previous IDs: PF13_0070	
PF3D7_1312700	PF3D7_1312700.1	Previous IDs: PF13_0071	
PF3D7_1312800	PF3D7_1312800.1	Previous IDs: PF13_0072	
PF3D7_1312900	PF3D7_1312900.1	Previous IDs: MAL13P1.63	
PF3D7_1313000	PF3D7_1313000.1	Previous IDs: MAL13P1.64	
PF3D7_1313100	PF3D7_1313100.1	Previous IDs: MAL13P1.66	
PF3D7_1313200	PF3D7_1313200.1	Previous IDs: MAL13P1.67	
PF3D7_1313300	PF3D7_1313300.1	Previous IDs: MAL13P1.68	
PF3D7_1313400	PF3D7_1313400.1	Previous IDs: PF13_0077	
PF3D7_1313500	PF3D7_1313500.1	Previous IDs: PF13_0078	
PF3D7_1313600	PF3D7_1313600.1	Previous IDs: PF13_0079	
PF3D7_1313700	PF3D7_1313700.1	Previous IDs: MAL13P1.69	
PF3D7_1313800	PF3D7_1313800.1	Previous IDs: MAL13P1.70	
PF3D7_1313900	PF3D7_1313900.1	Previous IDs: MAL13P1.71	
PF3D7_1314000	PF3D7_1314000.1	Previous IDs: MAL13P1.72	
PF3D7_1314100	PF3D7_1314100.1	Previous IDs: MAL13P1.73	
PF3D7_1314200	PF3D7_1314200.1	Previous IDs: PF13_0080	
PF3D7_1314300	PF3D7_1314300.1	Previous IDs: MAL13P1.74	
PF3D7_1314400	PF3D7_1314400.1	Previous IDs: PF13_0081	
PF3D7_1314500	PF3D7_1314500.1	Previous IDs: PF13_0082	
PF3D7_1314600	PF3D7_1314600.1	Previous IDs: PF13_0083	
PF3D7_1314700	PF3D7_1314700.1	Previous IDs: MAL13P1.75	
PF3D7_1314800	PF3D7_1314800.1	Previous IDs: PF13_0084	
PF3D7_1314900	PF3D7_1314900.1	Previous IDs: MAL13P1.76	
PF3D7_1315000	PF3D7_1315000.1	Previous IDs: MAL13P1.77	
PF3D7_1315100	PF3D7_1315100.1	Previous IDs: PF13_0085	
PF3D7_1315200	PF3D7_1315200.1	Previous IDs: MAL13P1.78	
PF3D7_1315300	PF3D7_1315300.1	Previous IDs: PF13_0086	
PF3D7_1315400	PF3D7_1315400.1	Previous IDs: MAL13P1.79;MaL13P1.80	
PF3D7_1315500	PF3D7_1315500.1	Previous IDs: MAL13P1.81	
PF3D7_1315600	PF3D7_1315600.1	Previous IDs: MAL13P1.82	
PF3D7_1315700	PF3D7_1315700.1	Previous IDs: PF13_0087	
PF3D7_1315800	PF3D7_1315800.1	Previous IDs: PF13_0088	
PF3D7_1315900	PF3D7_1315900.1	Previous IDs: MAL13P1.83	
PF3D7_1316000	PF3D7_1316000.1	Previous IDs: MAL13P1.84	
PF3D7_1316100	PF3D7_1316100.1	Previous IDs: PF13_0089	
PF3D7_1316200	PF3D7_1316200.1	Previous IDs: PF13_0090	
PF3D7_1316300	PF3D7_1316300.1	Previous IDs: PF13_0090a	
PF3D7_1316400	PF3D7_1316400.1	Previous IDs: MAL13P1.85	
PF3D7_1316500	PF3D7_1316500.1	Previous IDs: PF13_0091	
PF3D7_1316600	PF3D7_1316600.1	Previous IDs: MAL13P1.86;PF13_0092	
PF3D7_1316700	PF3D7_1316700.1	Previous IDs: PF13_0093	
PF3D7_1316800	PF3D7_1316800.1	Previous IDs: MAL13P1.87	
PF3D7_1316900	PF3D7_1316900.1	Previous IDs: MAL13P1.88;PF13_0094	
PF3D7_1317000	PF3D7_1317000.1	Previous IDs: PF13_0096	
PF3D7_1317100	PF3D7_1317100.1	Previous IDs: PF13_0095	
PF3D7_1317200	PF3D7_1317200.1	Previous IDs: 1995.m00025;PF13_0097	
PF3D7_1317300	PF3D7_1317300.1	Previous IDs: PF13_0098	
PF3D7_1317400	PF3D7_1317400.1	Previous IDs: PF13_0099	
PF3D7_1317500	PF3D7_1317500.1	Previous IDs: MAL13P1.89	
PF3D7_1317600	PF3D7_1317600.1	Previous IDs: MAL13P1.90	
PF3D7_1317700	PF3D7_1317700.1	Previous IDs: MAL13P1.91	
PF3D7_1317800	PF3D7_1317800.1	Previous IDs: MAL13P1.92	
PF3D7_1317900	PF3D7_1317900.1	Previous IDs: MAL13P1.93	
PF3D7_1318000	PF3D7_1318000.1	Previous IDs: MAL13P1.94	
PF3D7_1318100	PF3D7_1318100.1	Previous IDs: MAL13P1.95	
PF3D7_1318200	PF3D7_1318200.1	Previous IDs: PF13_0100	
PF3D7_1318300	PF3D7_1318300.1	Previous IDs: PF13_0101	
PF3D7_1318400	PF3D7_1318400.1	Previous IDs: MAL13P1.96	
PF3D7_1318500	PF3D7_1318500.1	Previous IDs: MAL13P1.97	
PF3D7_1318600	PF3D7_1318600.1	Previous IDs: MAL13P1.100	
PF3D7_1318700	PF3D7_1318700.1	Previous IDs: MAL13P1.102	
PF3D7_1318800	PF3D7_1318800.1	Previous IDs: PF13_0102	
PF3D7_1318900	PF3D7_1318900.1	Previous IDs: PF13_0103	
PF3D7_1319000	PF3D7_1319000.1	Previous IDs: PF13_0104	
PF3D7_1319100	PF3D7_1319100.1	Previous IDs: PF13_0106	
PF3D7_1319200	PF3D7_1319200.1	Previous IDs: PF13_0107	
PF3D7_1319300	PF3D7_1319300.1	Previous IDs: PF13_0109	
PF3D7_1319400	PF3D7_1319400.1	Previous IDs: MAL13P1.103	
PF3D7_1319500	PF3D7_1319500.1	Previous IDs: PF13_0112	
PF3D7_1319600	PF3D7_1319600.1	Previous IDs: PF13_0114	
PF3D7_1319700	PF3D7_1319700.1	Previous IDs: MAL13P1.105	
PF3D7_1319800	PF3D7_1319800.1	Previous IDs: MAL13P1.106	
PF3D7_1319900	PF3D7_1319900.1	Previous IDs: MAL13P1.107	
PF3D7_1320000	PF3D7_1320000.1	Previous IDs: PF13_0116	
PF3D7_1320100	PF3D7_1320100.1	Previous IDs: MAL13P1.111	
PF3D7_1320200	PF3D7_1320200.1	Previous IDs: PF13_0117	
PF3D7_1320300	PF3D7_1320300.1	Previous IDs: MAL13P1.112	
PF3D7_1320400	PF3D7_1320400.1	Previous IDs: PF13_0118	
PF3D7_1320500	PF3D7_1320500.1	Previous IDs: MAL13P1.113	
PF3D7_1320600	PF3D7_1320600.1	Previous IDs: PF13_0119	
PF3D7_1320700	PF3D7_1320700.1	Previous IDs: PF13_0120	
PF3D7_1320800	PF3D7_1320800.1	Previous IDs: PF13_0121	
PF3D7_1320900	PF3D7_1320900.1	Previous IDs: PF13_0122	
PF3D7_1321000	PF3D7_1321000.1	Previous IDs: PF13_0123	
PF3D7_1321100	PF3D7_1321100.1	Previous IDs: MAL13P1.114	
PF3D7_1321200	PF3D7_1321200.1	Previous IDs: MAL13P1.115	
PF3D7_1321300	PF3D7_1321300.1	Previous IDs: MAL13P1.116	
PF3D7_1321400	PF3D7_1321400.1	Previous IDs: MAL13P1.117	
PF3D7_1321500	PF3D7_1321500.1	Previous IDs: MAL13P1.118;PF3D7_1321500.1;PF3D7_1321500.2	
PF3D7_1321500	PF3D7_1321500.2	Previous IDs: MAL13P1.118;PF3D7_1321500.1;PF3D7_1321500.2	
PF3D7_1321600	PF3D7_1321600.1	Previous IDs: MAL13P1.119	
PF3D7_1321700	PF3D7_1321700.1	Previous IDs: MAL13P1.120	
PF3D7_1321800	PF3D7_1321800.1	Previous IDs: PF13_0124	
PF3D7_1321900	PF3D7_1321900.1	Previous IDs: PF13_0125	
PF3D7_1322000	PF3D7_1322000.1	Previous IDs: MAL13P1.121	
PF3D7_1322100	PF3D7_1322100.1	Previous IDs: MAL13P1.122	
PF3D7_1322200	PF3D7_1322200.1	Previous IDs: MAL13P1.123;MAL13P1.124	
PF3D7_1322300	PF3D7_1322300.1	Previous IDs: PF13_0126	
PF3D7_1322400	PF3D7_1322400.1	Previous IDs: MAL13P1.125	
PF3D7_1322500	PF3D7_1322500.1	Previous IDs: MAL13P1.126	
PF3D7_1322600	PF3D7_1322600.1	Previous IDs: PF13_0127	
PF3D7_1322700	PF3D7_1322700.1	Previous IDs: MAL13P1.127	
PF3D7_1322800	PF3D7_1322800.1	Previous IDs: MAL13P1.128	
PF3D7_1322900	PF3D7_1322900.1	Previous IDs: MAL13P1.129	
PF3D7_1323000	PF3D7_1323000.1	Previous IDs: PF13_0128	
PF3D7_1323100	PF3D7_1323100.1	Previous IDs: PF13_0129	
PF3D7_1323200	PF3D7_1323200.1	Previous IDs: PF13_0130	
PF3D7_1323300	PF3D7_1323300.1	Previous IDs: PF13_0131	
PF3D7_1323400	PF3D7_1323400.1	Previous IDs: PF13_0132	
PF3D7_1323500	PF3D7_1323500.1	Previous IDs: PF13_0133	
PF3D7_1323600	PF3D7_1323600.1	Previous IDs: PF13_0134	
PF3D7_1323700	PF3D7_1323700.1	Previous IDs: MAL13P1.130	
PF3D7_1323800	PF3D7_1323800.1	Previous IDs: PF13_0135	
PF3D7_1323900	PF3D7_1323900.1	Previous IDs: PF13_0136	
PF3D7_1324000	PF3D7_1324000.1	Previous IDs: PF13_0137	
PF3D7_1324100	PF3D7_1324100.1	Previous IDs: MAL13P1.131	
PF3D7_1324200	PF3D7_1324200.1	Previous IDs: MAL13P1.132	
PF3D7_1324300	PF3D7_1324300.1	Previous IDs: MAL13P1.133	
PF3D7_1324400	PF3D7_1324400.1	Previous IDs: PF13_0138	
PF3D7_1324500	PF3D7_1324500.1	Previous IDs: MAL13P1.134	
PF3D7_1324600	PF3D7_1324600.1	Previous IDs: PF13_0139	
PF3D7_1324700	PF3D7_1324700.1	Previous IDs: MAL13P1.135	
PF3D7_1324800	PF3D7_1324800.1	Previous IDs: PF13_0140	
PF3D7_1324900	PF3D7_1324900.1	Previous IDs: PF13_0141	
PF3D7_1325000	PF3D7_1325000.1	Previous IDs: PF13_0142	
PF3D7_1325100	PF3D7_1325100.1	Previous IDs: PF13_0143	
PF3D7_1325200	PF3D7_1325200.1	Previous IDs: PF13_0144	
PF3D7_1325300	PF3D7_1325300.1	Previous IDs: PF13_0144a	
PF3D7_1325400	PF3D7_1325400.1	Previous IDs: MAL13P1.137;PF13_0145	
PF3D7_1325500	PF3D7_1325500.1	Previous IDs: MAL13P1.138	
PF3D7_1325600	PF3D7_1325600.1	Previous IDs: MAL13P1.139	
PF3D7_1325700	PF3D7_1325700.1	Previous IDs: MAL13P1.139a	
PF3D7_1325800	PF3D7_1325800.1	Previous IDs: PF13_0146	
PF3D7_1325900	PF3D7_1325900.1	Previous IDs: MAL13P1.140	
PF3D7_1326000	PF3D7_1326000.1	Previous IDs: MAL13P1.141	
PF3D7_1326100	PF3D7_1326100.1	Previous IDs: MAL13P1.142	
PF3D7_1326200	PF3D7_1326200.1	Previous IDs: MAL13P1.550	
PF3D7_1326300	PF3D7_1326300.1	Previous IDs: PF13_0147	
PF3D7_1326400	PF3D7_1326400.1	Previous IDs: MAL13P1.144	
PF3D7_1326500	PF3D7_1326500.1	Previous IDs: MAL13P1.145	
PF3D7_1326600	PF3D7_1326600.1	Previous IDs: PF13_0148	
PF3D7_1326700	PF3D7_1326700.1	Previous IDs: MAL13P1.360	
PF3D7_1326800	PF3D7_1326800.1	Previous IDs: MAL13P1.365	
PF3D7_1326900	PF3D7_1326900.1	Previous IDs: MAL13P1.370	
PF3D7_1327000	PF3D7_1327000.1	Previous IDs: MAL13P1.155	
PF3D7_1327100	PF3D7_1327100.1	Previous IDs: MAL13P1.154	
PF3D7_1327200	PF3D7_1327200.1	Previous IDs: MAL13P1.153	
PF3D7_1327300	PF3D7_1327300.1	Previous IDs: PF13_0161	
PF3D7_1327400	PF3D7_1327400.1	Previous IDs: PF13_0160	
PF3D7_1327500	PF3D7_1327500.1	Previous IDs: MAL13P1.152	
PF3D7_1327600	PF3D7_1327600.1	Previous IDs: 2008.m00035;PF13_0159	
PF3D7_1327700	PF3D7_1327700.1	Previous IDs: PF13_0158	
PF3D7_1327800	PF3D7_1327800.1	Previous IDs: PF13_0157	
PF3D7_1327900	PF3D7_1327900.1	Previous IDs: PF13_0156a	
PF3D7_1328000	PF3D7_1328000.1	Previous IDs: MAL13P1.151	
PF3D7_1328100	PF3D7_1328100.1	Previous IDs: PF13_0156	
PF3D7_1328200	PF3D7_1328200.1	Previous IDs: PF13_0155	
PF3D7_1328300	PF3D7_1328300.1	Previous IDs: PF13_0154	
PF3D7_1328400	PF3D7_1328400.1	Previous IDs: MAL13P1.150	
PF3D7_1328500	PF3D7_1328500.1	Previous IDs: PF13_0153	
PF3D7_1328600	PF3D7_1328600.1	Previous IDs: MAL13P1.149	
PF3D7_1328700	PF3D7_1328700.1	Previous IDs: PF3D7_13_RUF1;PF3D7_13_RUF1.1	
PF3D7_1328800	PF3D7_1328800.1	Previous IDs: PF13_0152	
PF3D7_1328900	PF3D7_1328900.1	Previous IDs: PF13_0151	
PF3D7_1329000	PF3D7_1329000.1	Previous IDs: PF13_0150	
PF3D7_1329100	PF3D7_1329100.1	Previous IDs: MAL13P1.148	
PF3D7_1329200	PF3D7_1329200.1	Previous IDs: MAL13P1.147	
PF3D7_1329300	PF3D7_1329300.1	Previous IDs: PF13_0149	
PF3D7_1329400	PF3D7_1329400.1	Previous IDs: MAL13P1.146	
PF3D7_1329500	PF3D7_1329500.1	Previous IDs: PF13_0162	
PF3D7_1329600	PF3D7_1329600.1	Previous IDs: PF13_0163	
PF3D7_1329700	PF3D7_1329700.1	Previous IDs: MAL13P1.156	
PF3D7_1329800	PF3D7_1329800.1	Previous IDs: MAL13P1.157	
PF3D7_1329900	PF3D7_1329900.1	Previous IDs: MAL13P1.158	
PF3D7_1330000	PF3D7_1330000.1	Previous IDs: MAL13P1.159;PF3D7_1330000.1;PF3D7_1330000.2	
PF3D7_1330000	PF3D7_1330000.2	Previous IDs: MAL13P1.159;PF3D7_1330000.1;PF3D7_1330000.2	
PF3D7_1330100	PF3D7_1330100.1	Previous IDs: MAL13P1.160	
PF3D7_1330200	PF3D7_1330200.1	Previous IDs: MAL13P1.161	
PF3D7_1330300	PF3D7_1330300.1	Previous IDs: MAL13P1.162	
PF3D7_1330400	PF3D7_1330400.1	Previous IDs: MAL13P1.163;PF3D7_1330400.1;PF3D7_1330400.2	
PF3D7_1330400	PF3D7_1330400.2	Previous IDs: MAL13P1.163;PF3D7_1330400.1;PF3D7_1330400.2	
PF3D7_1330500	PF3D7_1330500.1	Previous IDs: PF13_0164	
PF3D7_1330600	PF3D7_1330600.1	Previous IDs: MAL13P1.164	
PF3D7_1330700	PF3D7_1330700.1	Previous IDs: MAL13P1.165	
PF3D7_1330800	PF3D7_1330800.1	Previous IDs: PF13_0165	
PF3D7_1330900	PF3D7_1330900.1	Previous IDs: PF3D7_13_snoR17;PF3D7_13_snoR17.1	
PF3D7_1331000	PF3D7_1331000.1	Previous IDs: PF13_0166	
PF3D7_1331100	PF3D7_1331100.1	Previous IDs: MAL13P1.166	
PF3D7_1331200	PF3D7_1331200.1	Previous IDs: PF13_0167	
PF3D7_1331300	PF3D7_1331300.1	Previous IDs: MAL13P1.167	
PF3D7_1331400	PF3D7_1331400.1	Previous IDs: PF13_0168	
PF3D7_1331500	PF3D7_1331500.1	Previous IDs: PF13_0169	
PF3D7_1331600	PF3D7_1331600.1	Previous IDs: MAL13P1.168	
PF3D7_1331700	PF3D7_1331700.1	Previous IDs: PF13_0170	
PF3D7_1331800	PF3D7_1331800.1	Previous IDs: PF13_0171	
PF3D7_1331900	PF3D7_1331900.1	Previous IDs: PF3D7_13_snoR18;PF3D7_13_snoR18.1	
PF3D7_1332000	PF3D7_1332000.1	Previous IDs: MAL13P1.169	
PF3D7_1332100	PF3D7_1332100.1	Previous IDs: PF13_0172	
PF3D7_1332200	PF3D7_1332200.1	Previous IDs: PF13_0173	
PF3D7_1332300	PF3D7_1332300.1	Previous IDs: PF13_0174	
PF3D7_1332400	PF3D7_1332400.1	Previous IDs: MAL13P1.170	
PF3D7_1332500	PF3D7_1332500.1	Previous IDs: PF13_0175	
PF3D7_1332600	PF3D7_1332600.1	Previous IDs: PF13_0176	
PF3D7_1332700	PF3D7_1332700.1	Previous IDs: PF13_0177	
PF3D7_1332800	PF3D7_1332800.1	Previous IDs: PF13_0178	
PF3D7_1332900	PF3D7_1332900.1	Previous IDs: PF13_0179	
PF3D7_1333000	PF3D7_1333000.1	Previous IDs: PF13_0180	
PF3D7_1333100	PF3D7_1333100.1	Previous IDs: PF13_0181	
PF3D7_1333200	PF3D7_1333200.1	Previous IDs: PF13_0182	
PF3D7_1333300	PF3D7_1333300.1	Previous IDs: MAL13P1.171	
PF3D7_1333400	PF3D7_1333400.1	Previous IDs: MAL13P1.172	
PF3D7_1333500	PF3D7_1333500.1	Previous IDs: PF13_0183	
PF3D7_1333600	PF3D7_1333600.1	Previous IDs: PF13_0184	
PF3D7_1333700	PF3D7_1333700.1	Previous IDs: PF13_0185	
PF3D7_1333800	PF3D7_1333800.1	Previous IDs: PF13_0186	
PF3D7_1333900	PF3D7_1333900.1	Previous IDs: PF13_0187	
PF3D7_1334000	PF3D7_1334000.1	Previous IDs: PF13_0188	
PF3D7_1334100	PF3D7_1334100.1	Previous IDs: PF13_0189	
PF3D7_1334200	PF3D7_1334200.1	Previous IDs: PF13_0190	
PF3D7_1334300	PF3D7_1334300.1	Previous IDs: PF13_0191	
PF3D7_1334400	PF3D7_1334400.1	Previous IDs: MAL13P1.173	
PF3D7_1334500	PF3D7_1334500.1	Previous IDs: PF13_0192	
PF3D7_1334600	PF3D7_1334600.1	Previous IDs: PF13_0193	
PF3D7_1334700	PF3D7_1334700.1	Previous IDs: PF13_0194	
PF3D7_1334800	PF3D7_1334800.1	Previous IDs: MAL13P1.174	
PF3D7_1334900	PF3D7_1334900.1	Previous IDs: MAL13P1.175;PF13_0195	
PF3D7_1335000	PF3D7_1335000.1	Previous IDs: PF13_0196	
PF3D7_1335100	PF3D7_1335100.1	Previous IDs: PF13_0197	
PF3D7_1335200	PF3D7_1335200.1	Previous IDs: PF13_0197a	
PF3D7_1335300	PF3D7_1335300.1	Previous IDs: MAL13P1.176	
PF3D7_1335400	PF3D7_1335400.1	Previous IDs: PF13_0198	
PF3D7_1335500	PF3D7_1335500.1	Previous IDs: MAL13P1.177	
PF3D7_1335600	PF3D7_1335600.1	Previous IDs: MAL13P1.178	
PF3D7_1335700	PF3D7_1335700.1	Previous IDs: PF13_0199	
PF3D7_1335800	PF3D7_1335800.1	Previous IDs: PF13_0200	
PF3D7_1335900	PF3D7_1335900.1	Previous IDs: PF13_0201	
PF3D7_1336000	PF3D7_1336000.1	Previous IDs: MAL13P1.179	
PF3D7_1336100	PF3D7_1336100.1	Previous IDs: PF13_0202	
PF3D7_1336200	PF3D7_1336200.1	Previous IDs: MAL13P1.180	
PF3D7_1336300	PF3D7_1336300.1	Previous IDs: MAL13P1.181	
PF3D7_1336400	PF3D7_1336400.1	Previous IDs: MAL13P1.182	
PF3D7_1336500	PF3D7_1336500.1	Previous IDs: PF3D7_13_snoR19;PF3D7_13_snoR19.1	
PF3D7_1336600	PF3D7_1336600.1	Previous IDs: MAL13P1.183	
PF3D7_1336700	PF3D7_1336700.1	Previous IDs: PF13_0203	
PF3D7_1336800	PF3D7_1336800.1	Previous IDs: PF13_0204	
PF3D7_1336900	PF3D7_1336900.1	Previous IDs: PF13_0205	
PF3D7_1337000	PF3D7_1337000.1	Previous IDs: MAL13P1.184	
PF3D7_1337100	PF3D7_1337100.1	Previous IDs: MAL13P1.185;PF13_0206	
PF3D7_1337200	PF3D7_1337200.1	Previous IDs: MAL13P1.186;PF13_0207	
PF3D7_1337300	PF3D7_1337300.1	Previous IDs: PF13_0208	
PF3D7_1337400	PF3D7_1337400.1	Previous IDs: PF13_0209	
PF3D7_1337500	PF3D7_1337500.1	Previous IDs: PF13_0210	
PF3D7_1337600	PF3D7_1337600.1	Previous IDs: MAL13_tRNA_Ser1;MAL13_tRNA_Ser1:tRNA	
PF3D7_1337700	PF3D7_1337700.1	Previous IDs: MAL13P1.188	
PF3D7_1337800	PF3D7_1337800.1	Previous IDs: PF13_0211	
PF3D7_1337900	PF3D7_1337900.1	Previous IDs: PF13_0212	
PF3D7_1338000	PF3D7_1338000.1	Previous IDs: MAL13P1.189	
PF3D7_1338100	PF3D7_1338100.1	Previous IDs: MAL13P1.190	
PF3D7_1338200	PF3D7_1338200.1	Previous IDs: PF13_0213	
PF3D7_1338300	PF3D7_1338300.1	Previous IDs: PF13_0214	
PF3D7_1338400	PF3D7_1338400.1	Previous IDs: MAL13P1.191	
PF3D7_1338500	PF3D7_1338500.1	Previous IDs: MAL13P1.192	
PF3D7_1338600	PF3D7_1338600.1	Previous IDs: MAL13P1.193	
PF3D7_1338700	PF3D7_1338700.1	Previous IDs: MAL13P1.194	
PF3D7_1338800	PF3D7_1338800.1	Previous IDs: MAL13P1.195	
PF3D7_1338900	PF3D7_1338900.1	Previous IDs: MAL13P1.196	
PF3D7_1339000	PF3D7_1339000.1	Previous IDs: MAL13P1.197	
PF3D7_1339100	PF3D7_1339100.1	Previous IDs: MAL13_tRNA_Met1;MAL13_tRNA_Met1:tRNA	
PF3D7_1339200	PF3D7_1339200.1	Previous IDs: MAL13_tRNA_Pro1;MAL13_tRNA_Pro1:tRNA	
PF3D7_1339300	PF3D7_1339300.1	Previous IDs: PF13_0215	
PF3D7_1339400	PF3D7_1339400.1	Previous IDs: PF13_0216	
PF3D7_1339500	PF3D7_1339500.1	Previous IDs: MAL13P1.200	
PF3D7_1339600	PF3D7_1339600.1	Previous IDs: MAL13P1.201	
PF3D7_1339700	PF3D7_1339700.1	Previous IDs: MAL13P1.202	
PF3D7_1339800	PF3D7_1339800.1	Previous IDs: PF13_0217	
PF3D7_1339900	PF3D7_1339900.1	Previous IDs: PF13_0218	
PF3D7_1340000	PF3D7_1340000.1	Previous IDs: MAL13P1.203	
PF3D7_1340100	PF3D7_1340100.1	Previous IDs: MAL13P1.204	
PF3D7_1340200	PF3D7_1340200.1	Previous IDs: PF13_0218a	
PF3D7_1340300	PF3D7_1340300.1	Previous IDs: PF13_0219	
PF3D7_1340400	PF3D7_1340400.1	Previous IDs: PF13_0220	
PF3D7_1340500	PF3D7_1340500.1	Previous IDs: PF13_0221	
PF3D7_1340600	PF3D7_1340600.1	Previous IDs: PF13_0222	
PF3D7_1340700	PF3D7_1340700.1	Previous IDs: MAL13P1.205;MAL13P1.375	
PF3D7_1340800	PF3D7_1340800.1	Previous IDs: PF13_0223	
PF3D7_1340900	PF3D7_1340900.1	Previous IDs: MAL13P1.206	
PF3D7_1341000	PF3D7_1341000.1	Previous IDs: MAL13_tRNA_Arg1;MAL13_tRNA_Arg1:tRNA	
PF3D7_1341100	PF3D7_1341100.1	Previous IDs: MAL13_U6_snRNA;MAL13_U6_snRNA:snRNA	
PF3D7_1341200	PF3D7_1341200.1	Previous IDs: PF13_0224	
PF3D7_1341300	PF3D7_1341300.1	Previous IDs: MAL13P1.209	
PF3D7_1341400	PF3D7_1341400.1	Previous IDs: PF3D7_13_snoR20;PF3D7_13_snoR20.1	
PF3D7_1341500	PF3D7_1341500.1	Previous IDs: PF13_0225	
PF3D7_1341600	PF3D7_1341600.1	Previous IDs: MAL13P1.210	
PF3D7_1341700	PF3D7_1341700.1	Previous IDs: MAL13P1.211	
PF3D7_1341800	PF3D7_1341800.1	Previous IDs: PF13_0226	
PF3D7_1341900	PF3D7_1341900.1	Previous IDs: PF13_0227	
PF3D7_1342000	PF3D7_1342000.1	Previous IDs: PF13_0228	
PF3D7_1342100	PF3D7_1342100.1	Previous IDs: PF13_0229	
PF3D7_1342200	PF3D7_1342200.1	Previous IDs: PF13_0230	
PF3D7_1342300	PF3D7_1342300.1	Previous IDs: PF13_0231	
PF3D7_1342400	PF3D7_1342400.1	Previous IDs: PF13_0232	
PF3D7_1342500	PF3D7_1342500.1	Previous IDs: MAL13P1.212	
PF3D7_1342600	PF3D7_1342600.1	Previous IDs: PF13_0233	
PF3D7_1342700	PF3D7_1342700.1	Previous IDs: MAL13P1.213	
PF3D7_1342800	PF3D7_1342800.1	Previous IDs: PF13_0234	
PF3D7_1342900	PF3D7_1342900.1	Previous IDs: PF13_0235	
PF3D7_1343000	PF3D7_1343000.1	Previous IDs: MAL13P1.214	
PF3D7_1343100	PF3D7_1343100.1	Previous IDs: MAL13P1.215	
PF3D7_1343200	PF3D7_1343200.1	Previous IDs: PF13_0236	
PF3D7_1343300	PF3D7_1343300.1	Previous IDs: PF13_0237	
PF3D7_1343400	PF3D7_1343400.1	Previous IDs: MAL13P1.216	
PF3D7_1343500	PF3D7_1343500.1	Previous IDs: MAL13P1.217	
PF3D7_1343600	PF3D7_1343600.1	Previous IDs: MAL13P1.218	
PF3D7_1343700	PF3D7_1343700.1	Previous IDs: PF13_0238	
PF3D7_1343800	PF3D7_1343800.1	Previous IDs: MAL13P1.380	
PF3D7_1343900	PF3D7_1343900.1	Previous IDs: MAL13P1.385	
PF3D7_1344000	PF3D7_1344000.1	Previous IDs: MAL13P1.390	
PF3D7_1344100	PF3D7_1344100.1	Previous IDs: MAL13P1.395	
PF3D7_1344200	PF3D7_1344200.1	Previous IDs: MAL13P1.540	
PF3D7_1344300	PF3D7_1344300.1	Previous IDs: MAL13P1.405	
PF3D7_1344400	PF3D7_1344400.1	Previous IDs: MAL13P1.219a	
PF3D7_1344500	PF3D7_1344500.1	Previous IDs: MAL13P1.219	
PF3D7_1344600	PF3D7_1344600.1	Previous IDs: MAL13P1.220	
PF3D7_1344700	PF3D7_1344700.1	Previous IDs: PF13_0239	
PF3D7_1344800	PF3D7_1344800.1	Previous IDs: MAL13P1.221;PF13_0240	
PF3D7_1344900	PF3D7_1344900.1	Previous IDs: MAL13P1.222	
PF3D7_1345000	PF3D7_1345000.1	Previous IDs: MAL13P1.223;MAL13P1.224	
PF3D7_1345100	PF3D7_1345100.1	Previous IDs: MAL13P1.225	
PF3D7_1345200	PF3D7_1345200.1	Previous IDs: PF13_0241	
PF3D7_1345300	PF3D7_1345300.1	Previous IDs: PF13_0241a	
PF3D7_1345400	PF3D7_1345400.1	Previous IDs: MAL13P1.226	
PF3D7_1345500	PF3D7_1345500.1	Previous IDs: MAL13P1.227	
PF3D7_1345600	PF3D7_1345600.1	Previous IDs: MAL13P1.228	
PF3D7_1345700	PF3D7_1345700.1	Previous IDs: PF13_0242	
PF3D7_1345800	PF3D7_1345800.1	Previous IDs: PF13_0243	
PF3D7_1345900	PF3D7_1345900.1	Previous IDs: MAL13P1.229	
PF3D7_1346000	PF3D7_1346000.1	Previous IDs: MAL13P1.230	
